Bigram                        		Count          		Probabiltites
Lufkin &                      		0.21753784     		7.417917E-6
& Jenrette                    		0.21753784     		7.417917E-6
Jenrette ,                    		0.21753784     		7.417917E-6
, just                        		0.21753784     		7.417917E-6
just completed                		0.21753784     		7.417917E-6
completed a                   		0.21753784     		7.417917E-6
a two-week                    		0.21753784     		7.417917E-6
two-week ``                   		0.21753784     		7.417917E-6
`` road                       		0.21753784     		7.417917E-6
road show                     		1.0042528      		3.424445E-5
show ''                       		0.21753784     		7.417917E-6
'' for                        		1.0042528      		3.424445E-5
for the                       		0.0            		0.0
the purpose                   		0.21753784     		7.417917E-6
purpose of                    		0.21753784     		7.417917E-6
of marketing                  		0.21753784     		7.417917E-6
marketing the                 		0.21753784     		7.417917E-6
the bonds                     		0.21753784     		7.417917E-6
bonds .                       		1.0042528      		3.424445E-5
. The                         		0.0            		0.0
The firm                      		0.21753784     		7.417917E-6
firm also                     		0.21753784     		7.417917E-6
also will                     		1.8874773      		6.4361906E-5
will permit                   		0.21753784     		7.417917E-6
permit its                    		0.21753784     		7.417917E-6
its members                   		1.0042528      		3.424445E-5
members and                   		0.21753784     		7.417917E-6
and the                       		0.0            		0.0
the public                    		1.0042528      		3.424445E-5
public ``                     		0.21753784     		7.417917E-6
`` to                         		2.6153846      		8.918314E-5
to exercise                   		1.0042528      		3.424445E-5
exercise their                		0.21753784     		7.417917E-6
their put                     		0.21753784     		7.417917E-6
put and                       		0.21753784     		7.417917E-6
and call                      		0.21753784     		7.417917E-6
call options                  		0.21753784     		7.417917E-6
options contracts             		0.21753784     		7.417917E-6
contracts traded              		0.21753784     		7.417917E-6
traded on                     		0.21753784     		7.417917E-6
on the                        		66.0           		0.0022505627
the Pacific                   		0.21753784     		7.417917E-6
Pacific exchange              		0.21753784     		7.417917E-6
exchange ''                   		0.21753784     		7.417917E-6
'' even                       		0.21753784     		7.417917E-6
even if                       		2.6153846      		8.918314E-5
if the                        		4.0147057      		1.368992E-4
the exchange                  		4.0147057      		1.368992E-4
exchange is                   		0.21753784     		7.417917E-6
is closed                     		0.21753784     		7.417917E-6
closed ,                      		0.21753784     		7.417917E-6
, said                        		0.0            		0.0
said Wayne                    		0.21753784     		7.417917E-6
Wayne Luthringshausen         		0.21753784     		7.417917E-6
Luthringshausen ,             		0.21753784     		7.417917E-6
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of Options                    		0.21753784     		7.417917E-6
Options Clearing              		0.21753784     		7.417917E-6
Clearing .                    		0.21753784     		7.417917E-6
. ``                          		0.0            		0.0
`` Small                      		0.21753784     		7.417917E-6
Small investors               		1.0042528      		3.424445E-5
investors are                 		0.21753784     		7.417917E-6
are absolutely                		0.21753784     		7.417917E-6
absolutely dismayed           		0.21753784     		7.417917E-6
dismayed that                 		0.21753784     		7.417917E-6
that Wall                     		0.21753784     		7.417917E-6
Wall Street                   		2.6153846      		8.918314E-5
Street is                     		0.21753784     		7.417917E-6
is stacking                   		0.21753784     		7.417917E-6
stacking the                  		0.21753784     		7.417917E-6
the deck                      		0.21753784     		7.417917E-6
deck against                  		0.21753784     		7.417917E-6
against them                  		0.21753784     		7.417917E-6
them ,                        		1.8874773      		6.4361906E-5
, and                         		0.0            		0.0
and these                     		0.21753784     		7.417917E-6
these wide                    		0.21753784     		7.417917E-6
wide swings                   		0.21753784     		7.417917E-6
swings are                    		0.21753784     		7.417917E-6
are scaring                   		0.21753784     		7.417917E-6
scaring them                  		0.21753784     		7.417917E-6
them to                       		1.8874773      		6.4361906E-5
to death                      		1.0042528      		3.424445E-5
death ,                       		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' says                       		9.5            		3.239446E-4
says Raymond                  		1.0042528      		3.424445E-5
Raymond A.                    		1.0042528      		3.424445E-5
A. Mason                      		0.21753784     		7.417917E-6
Mason ,                       		1.0042528      		3.424445E-5
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of regional                   		1.0042528      		3.424445E-5
regional broker               		0.21753784     		7.417917E-6
broker Legg                   		0.21753784     		7.417917E-6
Legg Mason                    		1.0042528      		3.424445E-5
Mason Inc.                    		1.0042528      		3.424445E-5
Inc. in                       		0.21753784     		7.417917E-6
in Baltimore                  		0.21753784     		7.417917E-6
Baltimore .                   		1.0042528      		3.424445E-5
. Moreover                    		0.21753784     		7.417917E-6
Moreover ,                    		0.21753784     		7.417917E-6
, if                          		1.8874773      		6.4361906E-5
if the                        		4.0147057      		1.368992E-4
the Fed                       		5.8333335      		1.9891337E-4
Fed holds                     		0.21753784     		7.417917E-6
holds tight                   		0.21753784     		7.417917E-6
tight ,                       		0.21753784     		7.417917E-6
, it                          		14.733334      		5.0239835E-4
it may                        		1.0042528      		3.424445E-5
may be                        		5.3333335      		1.8186365E-4
be able                       		2.6153846      		8.918314E-5
able gradually                		0.21753784     		7.417917E-6
gradually to                  		0.21753784     		7.417917E-6
to reduce                     		1.0042528      		3.424445E-5
reduce inflation              		0.21753784     		7.417917E-6
inflation ,                   		0.21753784     		7.417917E-6
, moving                      		0.21753784     		7.417917E-6
moving toward                 		0.21753784     		7.417917E-6
toward the                    		4.0147057      		1.368992E-4
the zero-inflation            		0.21753784     		7.417917E-6
zero-inflation goal           		0.21753784     		7.417917E-6
goal that                     		0.21753784     		7.417917E-6
that the                      		53.0           		0.00180727
the Fed                       		5.8333335      		1.9891337E-4
Fed chairman                  		2.6153846      		8.918314E-5
chairman embraced             		0.21753784     		7.417917E-6
embraced in                   		0.21753784     		7.417917E-6
in testimony                  		0.21753784     		7.417917E-6
testimony to                  		0.21753784     		7.417917E-6
to Congress                   		0.21753784     		7.417917E-6
Congress last                 		0.21753784     		7.417917E-6
last week                     		8.380953       		2.8578576E-4
week .                        		1.8874773      		6.4361906E-5
. To                          		1.8874773      		6.4361906E-5
To suggest                    		0.21753784     		7.417917E-6
suggest that                  		0.21753784     		7.417917E-6
that a                        		2.6153846      		8.918314E-5
a 10                          		0.21753784     		7.417917E-6
10 %                          		1.8874773      		6.4361906E-5
% drop                        		0.21753784     		7.417917E-6
drop in                       		2.6153846      		8.918314E-5
in ozone                      		0.21753784     		7.417917E-6
ozone by                      		0.21753784     		7.417917E-6
by the                        		0.0            		0.0
the middle                    		13.5           		4.6034236E-4
middle of                     		14.733334      		5.0239835E-4
of the                        		0.0            		0.0
the next                      		5.3333335      		1.8186365E-4
next century                  		1.0042528      		3.424445E-5
century would                 		0.21753784     		7.417917E-6
would be                      		8.8            		3.0007501E-4
be negligible                 		0.21753784     		7.417917E-6
negligible is                 		0.21753784     		7.417917E-6
is irresponsible              		0.21753784     		7.417917E-6
irresponsible and             		1.0042528      		3.424445E-5
and shortsighted              		0.21753784     		7.417917E-6
shortsighted .                		0.21753784     		7.417917E-6
. ``                          		0.0            		0.0
`` It                         		8.380953       		2.8578576E-4
It 's                         		5.8333335      		1.9891337E-4
's pretty                     		0.21753784     		7.417917E-6
pretty much                   		0.21753784     		7.417917E-6
much weak                     		0.21753784     		7.417917E-6
weak across                   		0.21753784     		7.417917E-6
across the                    		4.117647       		1.4040944E-4
the board                     		0.0            		0.0
board ,                       		0.0            		0.0
, ''                          		0.0            		0.0
'' said                       		0.0            		0.0
said Martin                   		0.21753784     		7.417917E-6
Martin Regalia                		0.21753784     		7.417917E-6
Regalia ,                     		0.21753784     		7.417917E-6
, chief                       		5.8333335      		1.9891337E-4
chief economist               		1.0042528      		3.424445E-5
economist of                  		1.0042528      		3.424445E-5
of the                        		0.0            		0.0
the National                  		2.6153846      		8.918314E-5
National Council              		0.21753784     		7.417917E-6
Council of                    		4.0147057      		1.368992E-4
of Savings                    		0.21753784     		7.417917E-6
Savings Institutions          		0.21753784     		7.417917E-6
Institutions .                		0.21753784     		7.417917E-6
. He                          		0.0            		0.0
He said                       		0.21753784     		7.417917E-6
said that                     		7.111111       		2.4248486E-4
that when                     		0.21753784     		7.417917E-6
when he                       		4.0147057      		1.368992E-4
he was                        		3.9230769      		1.337747E-4
was on                        		1.0042528      		3.424445E-5
on the                        		66.0           		0.0022505627
the board                     		0.0            		0.0
board he                      		1.0042528      		3.424445E-5
he felt                       		0.21753784     		7.417917E-6
felt that                     		1.0042528      		3.424445E-5
that he                       		11.25          		3.8361864E-4
he had                        		2.6153846      		8.918314E-5
had a                         		2.6153846      		8.918314E-5
a great                       		0.21753784     		7.417917E-6
great deal                    		0.21753784     		7.417917E-6
deal of                       		0.21753784     		7.417917E-6
of power                      		0.21753784     		7.417917E-6
power and                     		0.21753784     		7.417917E-6
and ,                         		1.0042528      		3.424445E-5
, somehow                     		0.21753784     		7.417917E-6
somehow ,                     		0.21753784     		7.417917E-6
, he                          		8.380953       		2.8578576E-4
he did                        		1.0042528      		3.424445E-5
did n't                       		4.117647       		1.4040944E-4
n't think                     		1.0042528      		3.424445E-5
think that                    		2.6153846      		8.918314E-5
that was                      		1.0042528      		3.424445E-5
was a                         		2.6153846      		8.918314E-5
a good                        		2.6153846      		8.918314E-5
good thing                    		0.21753784     		7.417917E-6
thing .                       		0.21753784     		7.417917E-6
. -LRB-                       		1.0042528      		3.424445E-5
-LRB- Opposed                 		0.21753784     		7.417917E-6
Opposed by                    		0.21753784     		7.417917E-6
by new                        		1.0042528      		3.424445E-5
new SEC                       		1.0042528      		3.424445E-5
SEC chairman                  		1.8874773      		6.4361906E-5
chairman -RRB-                		1.0042528      		3.424445E-5
-RRB- And                     		0.21753784     		7.417917E-6
And statements                		0.21753784     		7.417917E-6
statements by                 		0.21753784     		7.417917E-6
by the                        		0.0            		0.0
the chairman                  		80.0           		0.0027279546
chairman of                   		0.0            		0.0
of the                        		0.0            		0.0
the IG                        		0.21753784     		7.417917E-6
IG Metall                     		0.21753784     		7.417917E-6
Metall labor                  		0.21753784     		7.417917E-6
labor union                   		0.21753784     		7.417917E-6
union ,                       		1.8874773      		6.4361906E-5
, Franz                       		0.21753784     		7.417917E-6
Franz Steinkuehler            		0.21753784     		7.417917E-6
Steinkuehler ,                		0.21753784     		7.417917E-6
, also                        		5.8333335      		1.9891337E-4
also cast                     		0.21753784     		7.417917E-6
cast a                        		1.0042528      		3.424445E-5
a cloud                       		0.21753784     		7.417917E-6
cloud over                    		0.21753784     		7.417917E-6
over trading                  		0.21753784     		7.417917E-6
trading ,                     		1.8874773      		6.4361906E-5
, dealers                     		0.21753784     		7.417917E-6
dealers said                  		0.21753784     		7.417917E-6
said .                        		25.333334      		8.638523E-4
. Ray                         		1.0042528      		3.424445E-5
Ray Shaw                      		0.21753784     		7.417917E-6
Shaw ,                        		1.0042528      		3.424445E-5
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of American                   		3.9230769      		1.337747E-4
American City                 		0.21753784     		7.417917E-6
City ,                        		1.8874773      		6.4361906E-5
, said                        		0.0            		0.0
said he                       		8.8            		3.0007501E-4
he would                      		1.8874773      		6.4361906E-5
would assume                  		0.21753784     		7.417917E-6
assume Mr.                    		1.0042528      		3.424445E-5
Mr. Russell                   		0.21753784     		7.417917E-6
Russell 's                    		0.21753784     		7.417917E-6
's responsibilities           		0.21753784     		7.417917E-6
responsibilities if           		0.21753784     		7.417917E-6
if a                          		1.0042528      		3.424445E-5
a successor                   		1.8874773      		6.4361906E-5
successor is                  		0.21753784     		7.417917E-6
is n't                        		7.111111       		2.4248486E-4
n't found                     		0.21753784     		7.417917E-6
found this                    		0.21753784     		7.417917E-6
this month                    		2.6153846      		8.918314E-5
month .                       		5.3333335      		1.8186365E-4
. In                          		39.0           		0.0013298779
In addition                   		5.3333335      		1.8186365E-4
addition ,                    		3.9230769      		1.337747E-4
, Ralph                       		1.0042528      		3.424445E-5
Ralph Ingersoll               		0.21753784     		7.417917E-6
Ingersoll II                  		0.21753784     		7.417917E-6
II ,                          		3.9230769      		1.337747E-4
, 43                          		1.0042528      		3.424445E-5
43 ,                          		1.0042528      		3.424445E-5
, chairman                    		0.0            		0.0
chairman and                  		0.0            		0.0
and chief                     		0.0            		0.0
chief executive               		0.0            		0.0
executive ,                   		25.333334      		8.638523E-4
, said                        		0.0            		0.0
said he                       		8.8            		3.0007501E-4
he would                      		1.8874773      		6.4361906E-5
would take                    		1.0042528      		3.424445E-5
take on                       		0.21753784     		7.417917E-6
on additional                 		0.21753784     		7.417917E-6
additional responsibilities   		1.0042528      		3.424445E-5
responsibilities as           		0.21753784     		7.417917E-6
as editor                     		0.21753784     		7.417917E-6
editor in                     		1.0042528      		3.424445E-5
in chief                      		1.0042528      		3.424445E-5
chief of                      		0.21753784     		7.417917E-6
of the                        		0.0            		0.0
the company                   		85.0           		0.0028984519
company .                     		46.0           		0.001568574
. ``                          		0.0            		0.0
`` Our                        		1.8874773      		6.4361906E-5
Our ordnance                  		0.21753784     		7.417917E-6
ordnance business             		0.21753784     		7.417917E-6
business has                  		0.21753784     		7.417917E-6
has been                      		13.5           		4.6034236E-4
been hurt                     		0.21753784     		7.417917E-6
hurt very                     		0.21753784     		7.417917E-6
very badly                    		0.21753784     		7.417917E-6
badly by                      		0.21753784     		7.417917E-6
by the                        		0.0            		0.0
the slowdown                  		0.21753784     		7.417917E-6
slowdown ,                    		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' says                       		9.5            		3.239446E-4
says Arch                     		0.21753784     		7.417917E-6
Arch Scurlock                 		0.21753784     		7.417917E-6
Scurlock ,                    		0.21753784     		7.417917E-6
, TransTechnology             		0.21753784     		7.417917E-6
TransTechnology 's            		0.21753784     		7.417917E-6
's chairman                   		67.0           		0.002284662
chairman .                    		9.5            		3.239446E-4
. Its                         		1.0042528      		3.424445E-5
Its chairman                  		0.21753784     		7.417917E-6
chairman told                 		0.21753784     		7.417917E-6
told the                      		4.0147057      		1.368992E-4
the union                     		2.6153846      		8.918314E-5
union to                      		0.21753784     		7.417917E-6
to prepare                    		1.0042528      		3.424445E-5
prepare for                   		1.0042528      		3.424445E-5
for the                       		0.0            		0.0
the worst                     		0.21753784     		7.417917E-6
worst in                      		0.21753784     		7.417917E-6
in next                       		0.21753784     		7.417917E-6
next year                     		4.0147057      		1.368992E-4
year 's                       		1.8874773      		6.4361906E-5
's confrontation              		0.21753784     		7.417917E-6
confrontation with            		0.21753784     		7.417917E-6
with employers                		0.21753784     		7.417917E-6
employers over                		0.21753784     		7.417917E-6
over a                        		1.0042528      		3.424445E-5
a new                         		17.5           		5.967401E-4
new three-year                		0.21753784     		7.417917E-6
three-year wage               		0.21753784     		7.417917E-6
wage deal                     		0.21753784     		7.417917E-6
deal .                        		0.21753784     		7.417917E-6
. The                         		0.0            		0.0
The Staar                     		0.21753784     		7.417917E-6
Staar board                   		0.21753784     		7.417917E-6
board also                    		1.0042528      		3.424445E-5
also said                     		8.380953       		2.8578576E-4
said that                     		7.111111       		2.4248486E-4
that John                     		1.8874773      		6.4361906E-5
John R.                       		1.8874773      		6.4361906E-5
R. Ford                       		0.21753784     		7.417917E-6
Ford resigned                 		0.21753784     		7.417917E-6
resigned as                   		5.8333335      		1.9891337E-4
as a                          		15.6           		5.319512E-4
a director                    		25.0           		8.524858E-4
director ,                    		5.3333335      		1.8186365E-4
, and                         		0.0            		0.0
and that                      		5.3333335      		1.8186365E-4
that Mr.                      		9.529411       		3.2494753E-4
Mr. Wolf                      		1.0042528      		3.424445E-5
Wolf was                      		0.21753784     		7.417917E-6
was named                     		43.0           		0.0014662757
named a                       		8.380953       		2.8578576E-4
a member                      		2.6153846      		8.918314E-5
member of                     		3.9230769      		1.337747E-4
of the                        		0.0            		0.0
the board                     		0.0            		0.0
board .                       		0.0            		0.0
. ``                          		0.0            		0.0
`` Quality                    		0.21753784     		7.417917E-6
Quality junk                  		0.21753784     		7.417917E-6
junk bonds                    		1.8874773      		6.4361906E-5
bonds will                    		0.21753784     		7.417917E-6
will continue                 		9.529411       		3.2494753E-4
continue to                   		1.8874773      		6.4361906E-5
to trade                      		0.21753784     		7.417917E-6
trade well                    		0.21753784     		7.417917E-6
well ,                        		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' says                       		9.5            		3.239446E-4
says Michael                  		1.0042528      		3.424445E-5
Michael Holland               		0.21753784     		7.417917E-6
Holland ,                     		0.21753784     		7.417917E-6
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of Salomon                    		1.0042528      		3.424445E-5
Salomon Brothers              		1.0042528      		3.424445E-5
Brothers Asset                		0.21753784     		7.417917E-6
Asset Management              		1.0042528      		3.424445E-5
Management Inc                		0.21753784     		7.417917E-6
Inc .                         		4.0147057      		1.368992E-4
. Mr.                         		68.0           		0.0023187615
Mr. Bailey                    		0.21753784     		7.417917E-6
Bailey said                   		0.21753784     		7.417917E-6
said he                       		8.8            		3.0007501E-4
he expects                    		2.6153846      		8.918314E-5
expects to                    		5.3333335      		1.8186365E-4
to name                       		1.0042528      		3.424445E-5
name a                        		1.0042528      		3.424445E-5
a new                         		17.5           		5.967401E-4
new group                     		0.21753784     		7.417917E-6
group president               		0.21753784     		7.417917E-6
president to                  		0.21753784     		7.417917E-6
to head                       		1.8874773      		6.4361906E-5
head that                     		0.21753784     		7.417917E-6
that operation                		0.21753784     		7.417917E-6
operation following           		0.21753784     		7.417917E-6
following the                 		0.21753784     		7.417917E-6
the Nov.                      		0.21753784     		7.417917E-6
Nov. 8                        		0.21753784     		7.417917E-6
8 board                       		0.21753784     		7.417917E-6
board meeting                 		8.380953       		2.8578576E-4
meeting .                     		2.6153846      		8.918314E-5
. Among                       		1.8874773      		6.4361906E-5
Among those                   		0.21753784     		7.417917E-6
those sighing                 		0.21753784     		7.417917E-6
sighing with                  		0.21753784     		7.417917E-6
with relief                   		0.21753784     		7.417917E-6
relief was                    		0.21753784     		7.417917E-6
was John                      		0.21753784     		7.417917E-6
John H.                       		0.21753784     		7.417917E-6
H. Gutfreund                  		0.21753784     		7.417917E-6
Gutfreund ,                   		0.21753784     		7.417917E-6
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of Salomon                    		1.0042528      		3.424445E-5
Salomon Brothers              		1.0042528      		3.424445E-5
Brothers ,                    		0.21753784     		7.417917E-6
, who                         		64.0           		0.0021823638
who took                      		0.21753784     		7.417917E-6
took to                       		1.8874773      		6.4361906E-5
to the                        		0.0            		0.0
the firm                      		1.0042528      		3.424445E-5
firm 's                       		1.0042528      		3.424445E-5
's trading                    		0.21753784     		7.417917E-6
trading floor                 		0.21753784     		7.417917E-6
floor to                      		0.21753784     		7.417917E-6
to monitor                    		1.0042528      		3.424445E-5
monitor yesterday             		0.21753784     		7.417917E-6
yesterday 's                  		0.21753784     		7.417917E-6
's events                     		1.0042528      		3.424445E-5
events .                      		0.21753784     		7.417917E-6
. ``                          		0.0            		0.0
`` Mattel                     		0.21753784     		7.417917E-6
Mattel 's                     		0.21753784     		7.417917E-6
's world-wide                 		0.21753784     		7.417917E-6
world-wide volume             		0.21753784     		7.417917E-6
volume has                    		0.21753784     		7.417917E-6
has grown                     		0.21753784     		7.417917E-6
grown 25                      		0.21753784     		7.417917E-6
25 %                          		1.0042528      		3.424445E-5
% in                          		1.8874773      		6.4361906E-5
in a                          		30.0           		0.001022983
a climate                     		0.21753784     		7.417917E-6
climate of                    		0.21753784     		7.417917E-6
of relatively                 		0.21753784     		7.417917E-6
relatively flat               		0.21753784     		7.417917E-6
flat industry                 		0.21753784     		7.417917E-6
industry sales                		0.21753784     		7.417917E-6
sales ,                       		1.8874773      		6.4361906E-5
, ''                          		0.0            		0.0
'' said                       		0.0            		0.0
said John                     		5.3333335      		1.8186365E-4
John W.                       		0.21753784     		7.417917E-6
W. Amerman                    		0.21753784     		7.417917E-6
Amerman ,                     		0.21753784     		7.417917E-6
, chairman                    		0.0            		0.0
chairman .                    		9.5            		3.239446E-4
. In                          		39.0           		0.0013298779
In Japanese                   		0.21753784     		7.417917E-6
Japanese firms                		0.21753784     		7.417917E-6
firms ,                       		1.0042528      		3.424445E-5
, the                         		0.0            		0.0
the president                 		2.6153846      		8.918314E-5
president usually             		0.21753784     		7.417917E-6
usually is                    		0.21753784     		7.417917E-6
is in                         		0.21753784     		7.417917E-6
in charge                     		0.21753784     		7.417917E-6
charge of                     		0.21753784     		7.417917E-6
of day-to-day                 		0.21753784     		7.417917E-6
day-to-day operations         		0.21753784     		7.417917E-6
operations ,                  		1.0042528      		3.424445E-5
, while                       		2.6153846      		8.918314E-5
while the                     		1.0042528      		3.424445E-5
the chairman                  		80.0           		0.0027279546
chairman 's                   		8.380953       		2.8578576E-4
's role                       		0.21753784     		7.417917E-6
role is                       		0.21753784     		7.417917E-6
is more                       		1.8874773      		6.4361906E-5
more a                        		0.21753784     		7.417917E-6
a ceremonial                  		0.21753784     		7.417917E-6
ceremonial one                		0.21753784     		7.417917E-6
one .                         		1.0042528      		3.424445E-5
. Still                       		0.21753784     		7.417917E-6
Still ,                       		0.21753784     		7.417917E-6
, it                          		14.733334      		5.0239835E-4
it was                        		7.111111       		2.4248486E-4
was in                        		1.8874773      		6.4361906E-5
in Argentine                  		0.21753784     		7.417917E-6
Argentine editions            		0.21753784     		7.417917E-6
editions that                 		0.21753784     		7.417917E-6
that his                      		1.8874773      		6.4361906E-5
his countrymen                		0.21753784     		7.417917E-6
countrymen first              		0.21753784     		7.417917E-6
first read                    		0.21753784     		7.417917E-6
read his                      		0.21753784     		7.417917E-6
his story                     		0.21753784     		7.417917E-6
story of                      		0.21753784     		7.417917E-6
of Pascal                     		0.21753784     		7.417917E-6
Pascal Duarte                 		0.21753784     		7.417917E-6
Duarte ,                      		0.21753784     		7.417917E-6
, a                           		0.0            		0.0
a field                       		1.0042528      		3.424445E-5
field worker                  		0.21753784     		7.417917E-6
worker who                    		0.21753784     		7.417917E-6
who stabbed                   		0.21753784     		7.417917E-6
stabbed his                   		0.21753784     		7.417917E-6
his mother                    		0.21753784     		7.417917E-6
mother to                     		0.21753784     		7.417917E-6
to death                      		1.0042528      		3.424445E-5
death and                     		0.21753784     		7.417917E-6
and has                       		0.21753784     		7.417917E-6
has no                        		1.0042528      		3.424445E-5
no regrets                    		0.21753784     		7.417917E-6
regrets as                    		0.21753784     		7.417917E-6
as he                         		1.0042528      		3.424445E-5
he awaits                     		0.21753784     		7.417917E-6
awaits his                    		0.21753784     		7.417917E-6
his end                       		0.21753784     		7.417917E-6
end in                        		0.21753784     		7.417917E-6
in a                          		30.0           		0.001022983
a prison                      		0.21753784     		7.417917E-6
prison cell                   		0.21753784     		7.417917E-6
cell :                        		0.21753784     		7.417917E-6
: ``                          		14.733334      		5.0239835E-4
`` Fate                       		0.21753784     		7.417917E-6
Fate directs                  		0.21753784     		7.417917E-6
directs some                  		0.21753784     		7.417917E-6
some men                      		0.21753784     		7.417917E-6
men down                      		0.21753784     		7.417917E-6
down the                      		5.3333335      		1.8186365E-4
the flower-bordered           		0.21753784     		7.417917E-6
flower-bordered path          		0.21753784     		7.417917E-6
path ,                        		0.21753784     		7.417917E-6
, and                         		0.0            		0.0
and others                    		2.6153846      		8.918314E-5
others down                   		0.21753784     		7.417917E-6
down the                      		5.3333335      		1.8186365E-4
the road                      		17.5           		5.967401E-4
road bordered                 		0.21753784     		7.417917E-6
bordered with                 		0.21753784     		7.417917E-6
with thistles                 		0.21753784     		7.417917E-6
thistles and                  		0.21753784     		7.417917E-6
and prickly                   		0.21753784     		7.417917E-6
prickly pears                 		0.21753784     		7.417917E-6
pears .                       		0.21753784     		7.417917E-6
. Robert                      		5.3333335      		1.8186365E-4
Robert G.                     		1.8874773      		6.4361906E-5
G. Hodson                     		0.21753784     		7.417917E-6
Hodson ,                      		0.21753784     		7.417917E-6
, 65                          		1.8874773      		6.4361906E-5
65 ,                          		1.0042528      		3.424445E-5
, retired                     		2.6153846      		8.918314E-5
retired as                    		0.21753784     		7.417917E-6
as chairman                   		15.6           		5.319512E-4
chairman but                  		1.0042528      		3.424445E-5
but will                      		1.8874773      		6.4361906E-5
will remain                   		4.117647       		1.4040944E-4
remain a                      		2.6153846      		8.918314E-5
a consultant                  		4.0147057      		1.368992E-4
consultant .                  		1.0042528      		3.424445E-5
. While                       		1.0042528      		3.424445E-5
While Steppenwolf             		0.21753784     		7.417917E-6
Steppenwolf was               		0.21753784     		7.417917E-6
was in                        		1.8874773      		6.4361906E-5
in London                     		2.6153846      		8.918314E-5
London with                   		0.21753784     		7.417917E-6
with ``                       		0.21753784     		7.417917E-6
`` The                        		30.0           		0.001022983
The Grapes                    		0.21753784     		7.417917E-6
Grapes of                     		0.21753784     		7.417917E-6
of Wrath                      		0.21753784     		7.417917E-6
Wrath ,                       		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' Bruce                      		0.21753784     		7.417917E-6
Bruce Sagan                   		0.21753784     		7.417917E-6
Sagan ,                       		0.21753784     		7.417917E-6
, the                         		0.0            		0.0
the president                 		2.6153846      		8.918314E-5
president of                  		27.0           		9.206847E-4
of its                        		30.0           		0.001022983
its board                     		35.0           		0.0011934802
board of                      		18.666666      		6.365227E-4
of directors                  		5.3333335      		1.8186365E-4
directors ,                   		9.529411       		3.2494753E-4
, quietly                     		0.21753784     		7.417917E-6
quietly returned              		0.21753784     		7.417917E-6
returned to                   		1.8874773      		6.4361906E-5
to Chicago                    		0.21753784     		7.417917E-6
Chicago to                    		0.21753784     		7.417917E-6
to buy                        		2.6153846      		8.918314E-5
buy a                         		0.21753784     		7.417917E-6
a piece                       		0.21753784     		7.417917E-6
piece of                      		0.21753784     		7.417917E-6
of real                       		0.21753784     		7.417917E-6
real estate                   		5.8333335      		1.9891337E-4
estate in                     		0.21753784     		7.417917E-6
in the                        		46.5           		0.0015856237
the city                      		1.8874773      		6.4361906E-5
city 's                       		1.0042528      		3.424445E-5
's rapidly                    		0.21753784     		7.417917E-6
rapidly reviving              		0.21753784     		7.417917E-6
reviving North                		0.21753784     		7.417917E-6
North Halsted                 		0.21753784     		7.417917E-6
Halsted Street                		0.21753784     		7.417917E-6
Street restaurant             		0.21753784     		7.417917E-6
restaurant and                		0.21753784     		7.417917E-6
and theater                   		0.21753784     		7.417917E-6
theater district              		0.21753784     		7.417917E-6
district .                    		0.21753784     		7.417917E-6
. BNL                         		0.21753784     		7.417917E-6
BNL also                      		0.21753784     		7.417917E-6
also said                     		8.380953       		2.8578576E-4
said that                     		7.111111       		2.4248486E-4
that its                      		2.6153846      		8.918314E-5
its board                     		35.0           		0.0011934802
board had                     		4.0147057      		1.368992E-4
had approved                  		1.0042528      		3.424445E-5
approved ``                   		0.21753784     		7.417917E-6
`` after                      		0.21753784     		7.417917E-6
after an                      		0.21753784     		7.417917E-6
an in-depth                   		0.21753784     		7.417917E-6
in-depth discussion           		0.21753784     		7.417917E-6
discussion ,                  		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' a                          		0.21753784     		7.417917E-6
a letter                      		1.8874773      		6.4361906E-5
letter to                     		3.9230769      		1.337747E-4
to the                        		0.0            		0.0
the Bank                      		0.21753784     		7.417917E-6
Bank of                       		2.6153846      		8.918314E-5
of Italy                      		0.21753784     		7.417917E-6
Italy outlining               		0.21753784     		7.417917E-6
outlining measures            		0.21753784     		7.417917E-6
measures the                  		0.21753784     		7.417917E-6
the state-owned               		0.21753784     		7.417917E-6
state-owned bank              		0.21753784     		7.417917E-6
bank has                      		0.21753784     		7.417917E-6
has taken                     		0.21753784     		7.417917E-6
taken or                      		0.21753784     		7.417917E-6
or plans                      		0.21753784     		7.417917E-6
plans to                      		8.380953       		2.8578576E-4
to take                       		9.529411       		3.2494753E-4
take to                       		0.21753784     		7.417917E-6
to improve                    		1.0042528      		3.424445E-5
improve controls              		0.21753784     		7.417917E-6
controls on                   		0.21753784     		7.417917E-6
on its                        		3.9230769      		1.337747E-4
its foreign                   		0.21753784     		7.417917E-6
foreign branches              		0.21753784     		7.417917E-6
