Bigram                        		Count          		Probabiltites
. -RRB-                       		7.0            		0.007007007
-RRB- Ltd.                    		1.0            		0.022222223
Ltd. ,                        		5.0            		0.71428573
, was                         		51.0           		0.025197629
was named                     		42.0           		0.24
named chairman                		13.0           		0.22807017
chairman of                   		225.0          		0.4061372
of County                     		2.0            		0.0021321962
County NatWest                		2.0            		0.4
NatWest Investment            		1.0            		0.5
Investment Management         		2.0            		0.33333334
Management Ltd.               		1.0            		0.16666667
Ltd. ,                        		5.0            		0.71428573
, the                         		111.0          		0.0548419
the investment                		4.0            		0.002797203
investment management         		1.0            		0.03846154
management subsidiary         		1.0            		0.04347826
subsidiary of                 		1.0            		0.2
of County                     		2.0            		0.0021321962
County NatWest                		2.0            		0.4
NatWest Ltd.                  		1.0            		0.5
Ltd. ,                        		5.0            		0.71428573
, the                         		111.0          		0.0548419
the investment                		4.0            		0.002797203
investment banking            		1.0            		0.03846154
banking arm                   		1.0            		0.11111111
arm of                        		2.0            		1.0
of this                       		53.0           		0.0565032
this British                  		4.0            		0.043956045
British bank                  		1.0            		0.071428575
bank .                        		2.0            		0.06896552
. ``                          		93.0           		0.09309309
`` We                         		13.0           		0.052419353
We can                        		1.0            		0.0625
can not                       		1.0            		0.071428575
not quantify                  		1.0            		0.04347826
quantify the                  		1.0            		1.0
the total                     		1.0            		6.993007E-4
total adverse                 		1.0            		0.25
adverse effects               		1.0            		1.0
effects of                    		2.0            		1.0
of Hugo                       		1.0            		0.0010660981
Hugo ,                        		1.0            		0.5
, ''                          		115.0          		0.056818184
'' said                       		48.0           		0.2
said Edwin                    		1.0            		0.0035587188
Edwin Colodny                 		1.0            		0.33333334
Colodny ,                     		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman and                  		140.0          		0.25270757
and president                 		11.0           		0.016248154
president of                  		14.0           		0.15555556
of USAir                      		1.0            		0.0010660981
USAir Group                   		2.0            		1.0
Group .                       		1.0            		0.055555556
. George                      		2.0            		0.002002002
George Pierce                 		1.0            		0.125
Pierce ,                      		2.0            		1.0
, chairman                    		187.0          		0.092391305
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer ,                     		56.0           		0.4148148
, said                        		100.0          		0.049407113
said in                       		9.0            		0.03202847
in an                         		9.0            		0.025069637
an interview                  		8.0            		0.101265825
interview that                		3.0            		0.33333334
that earnings                 		2.0            		0.007782101
earnings in                   		1.0            		0.055555556
in the                        		92.0           		0.2562674
the most                      		2.0            		0.0013986015
most recent                   		3.0            		0.25
recent quarter                		1.0            		0.083333336
quarter will                  		1.0            		0.06666667
will be                       		24.0           		0.21052632
be about                      		2.0            		0.018518519
about two                     		2.0            		0.04761905
two cents                     		1.0            		0.033333335
cents a                       		5.0            		0.625
a share                       		19.0           		0.03264605
share on                      		1.0            		0.045454547
on revenue                    		1.0            		0.006666667
revenue of                    		1.0            		0.14285715
of just                       		1.0            		0.0010660981
just under                    		1.0            		0.1
under $                       		1.0            		0.055555556
$ 4                           		3.0            		0.03
4 million                     		1.0            		0.33333334
million .                     		8.0            		0.15384616
. Under                       		5.0            		0.005005005
Under a                       		1.0            		0.2
a merger                      		2.0            		0.0034364262
merger agreement              		3.0            		0.6
agreement reached             		1.0            		0.09090909
reached Sept.                 		1.0            		0.25
Sept. 14                      		2.0            		0.33333334
14 ,                          		3.0            		0.42857143
, the                         		111.0          		0.0548419
the UAL                       		14.0           		0.00979021
UAL board                     		15.0           		0.36585367
board agreed                  		1.0            		0.0027322404
agreed to                     		8.0            		0.8888889
to reimburse                  		1.0            		0.0015408321
reimburse certain             		1.0            		1.0
certain of                    		1.0            		0.16666667
of the                        		266.0          		0.2835821
the buy-out                   		5.0            		0.0034965035
buy-out group                 		5.0            		0.3125
group 's                      		5.0            		0.11363637
's expenses                   		1.0            		0.0025974025
expenses out                  		1.0            		0.33333334
out of                        		10.0           		0.32258064
of company                    		1.0            		0.0010660981
company funds                 		1.0            		0.006802721
funds even                    		1.0            		0.1
even if                       		4.0            		0.25
if the                        		5.0            		0.2173913
the transaction               		2.0            		0.0013986015
transaction was               		1.0            		0.14285715
was n't                       		6.0            		0.034285713
n't completed                 		1.0            		0.011111111
completed ,                   		1.0            		0.14285715
, provided                    		1.0            		4.9407117E-4
provided the                  		1.0            		0.25
the group                     		6.0            		0.0041958042
group did                     		2.0            		0.045454547
did n't                       		13.0           		0.8666667
n't breach                    		1.0            		0.011111111
breach the                    		1.0            		0.5
the agreement                 		3.0            		0.0020979021
agreement .                   		1.0            		0.09090909
. Lionel                      		1.0            		0.001001001
Lionel Corp.                  		1.0            		0.5
Corp. 's                      		3.0            		0.05
's board                      		48.0           		0.124675326
board unanimously             		2.0            		0.0054644807
unanimously rejected          		2.0            		0.6666667
rejected a                    		1.0            		0.16666667
a tender                      		1.0            		0.0017182131
tender offer                  		2.0            		1.0
offer of                      		1.0            		0.033333335
of $                          		8.0            		0.008528785
$ 8                           		1.0            		0.01
8 a                           		1.0            		0.33333334
a share                       		19.0           		0.03264605
share ,                       		11.0           		0.5
, or                          		18.0           		0.00889328
or $                          		5.0            		0.08928572
$ 95.4                        		1.0            		0.01
95.4 million                  		1.0            		1.0
million ,                     		6.0            		0.115384616
, for                         		6.0            		0.0029644268
for as                        		1.0            		0.0064102565
as much                       		4.0            		0.026666667
much as                       		3.0            		0.33333334
as 90                         		1.0            		0.006666667
90 %                          		2.0            		1.0
% of                          		15.0           		0.2777778
of Lionel                     		1.0            		0.0010660981
Lionel by                     		1.0            		0.5
by a                          		5.0            		0.037037037
a group                       		6.0            		0.010309278
group with                    		1.0            		0.022727273
with a                        		13.0           		0.119266056
a 9.9                         		1.0            		0.0017182131
9.9 %                         		1.0            		1.0
% stake                       		12.0           		0.22222222
stake in                      		13.0           		0.68421054
in the                        		92.0           		0.2562674
the toy                       		1.0            		6.993007E-4
toy retailer                  		1.0            		1.0
retailer .                    		2.0            		1.0
. ``                          		93.0           		0.09309309
`` It                         		10.0           		0.04032258
It 's                         		9.0            		0.4090909
's not                        		4.0            		0.01038961
not like                      		1.0            		0.04347826
like the                      		1.0            		0.09090909
the board                     		144.0          		0.1006993
board can                     		1.0            		0.0027322404
can decide                    		1.0            		0.071428575
decide ''                     		1.0            		0.33333334
'' by                         		3.0            		0.0125
by itself                     		1.0            		0.0074074073
itself ,                      		3.0            		0.6
, Mr.                         		27.0           		0.013339921
Mr. Sells                     		1.0            		0.0056179776
Sells said                    		1.0            		0.33333334
said ,                        		13.0           		0.046263345
, adding                      		2.0            		9.881423E-4
adding ,                      		1.0            		0.5
, ``                          		17.0           		0.00839921
`` we                         		1.0            		0.004032258
we 're                        		4.0            		0.1904762
're indifferent               		1.0            		0.1
indifferent to                		1.0            		1.0
to -LRB-                      		1.0            		0.0015408321
-LRB- the                     		2.0            		0.044444446
the Bass                      		1.0            		6.993007E-4
Bass -RRB-                    		1.0            		0.5
-RRB- plan                    		1.0            		0.022222223
plan .                        		3.0            		0.23076923
. Mr.                         		67.0           		0.067067064
Mr. Trump                     		3.0            		0.016853932
Trump withdrew                		1.0            		0.16666667
withdrew his                  		1.0            		0.5
his bid                       		1.0            		0.0125
bid before                    		2.0            		0.06896552
before the                    		10.0           		0.5555556
the AMR                       		2.0            		0.0013986015
AMR board                     		2.0            		0.22222222
board ,                       		32.0           		0.08743169
, which                       		37.0           		0.018280633
which is                      		5.0            		0.10638298
is due                        		1.0            		0.0053475937
due to                        		4.0            		0.8
to meet                       		3.0            		0.004622496
meet tomorrow                 		1.0            		0.33333334
tomorrow ,                    		3.0            		0.75
, ever                        		1.0            		4.9407117E-4
ever formally                 		1.0            		1.0
formally considered           		1.0            		0.5
considered it                 		1.0            		0.25
it .                          		8.0            		0.08163265
. The                         		121.0          		0.12112112
The board                     		25.0           		0.16447368
board of                      		27.0           		0.07377049
of this                       		53.0           		0.0565032
this Ponce                    		1.0            		0.010989011
Ponce ,                       		1.0            		1.0
, Puerto                      		1.0            		4.9407117E-4
Puerto Rico                   		1.0            		1.0
Rico concern                  		1.0            		1.0
concern voted                 		1.0            		0.05263158
voted to                      		1.0            		0.5
to suspend                    		1.0            		0.0015408321
suspend payment               		1.0            		1.0
payment of                    		2.0            		1.0
of its                        		29.0           		0.030916844
its quarterly                 		1.0            		0.007751938
quarterly of                  		1.0            		0.33333334
of 11                         		1.0            		0.0010660981
11 cents                      		1.0            		0.11111111
cents a                       		5.0            		0.625
a share                       		19.0           		0.03264605
share for                     		2.0            		0.09090909
for the                       		40.0           		0.25641027
the third                     		6.0            		0.0041958042
third quarter                 		5.0            		0.8333333
quarter .                     		3.0            		0.2
. Donald                      		2.0            		0.002002002
Donald Iverson                		1.0            		0.14285715
Iverson ,                     		2.0            		1.0
, chairman                    		187.0          		0.092391305
chairman ,                    		92.0           		0.16606498
, says                        		12.0           		0.0059288535
says he                       		4.0            		0.071428575
he hopes                      		3.0            		0.034883723
hopes the                     		1.0            		0.16666667
the company                   		84.0           		0.05874126
company can                   		1.0            		0.006802721
can eventually                		1.0            		0.071428575
eventually get                		1.0            		0.33333334
get up                        		1.0            		0.125
up to                         		4.0            		0.125
to half                       		1.0            		0.0015408321
half of                       		1.0            		0.25
of its                        		29.0           		0.030916844
its revenue                   		1.0            		0.007751938
revenue from                  		1.0            		0.14285715
from commercial               		1.0            		0.0121951215
commercial markets            		1.0            		0.5
markets .                     		3.0            		0.25
. Mr.                         		67.0           		0.067067064
Mr. Seidman                   		1.0            		0.0056179776
Seidman is                    		1.0            		0.16666667
is chairman                   		12.0           		0.06417112
chairman of                   		225.0          		0.4061372
of the                        		266.0          		0.2835821
the Resolution                		3.0            		0.0020979021
Resolution Trust              		3.0            		1.0
Trust Corp.                   		4.0            		0.30769232
Corp. ,                       		37.0           		0.6166667
, established                 		1.0            		4.9407117E-4
established to                		1.0            		0.33333334
to sell                       		9.0            		0.013867488
sell or                       		1.0            		0.083333336
or merge                      		1.0            		0.017857144
merge the                     		1.0            		1.0
the nation                    		3.0            		0.0020979021
nation 's                     		3.0            		1.0
's hundreds                   		1.0            		0.0025974025
hundreds of                   		1.0            		1.0
of insolvent                  		1.0            		0.0010660981
insolvent savings-and-loan    		1.0            		1.0
savings-and-loan associations 		1.0            		0.33333334
associations .                		1.0            		1.0
. Then                        		2.0            		0.002002002
Then ,                        		2.0            		0.6666667
, flashing                    		1.0            		4.9407117E-4
flashing a                    		1.0            		1.0
a diamond                     		1.0            		0.0017182131
diamond ring                  		1.0            		0.5
ring as                       		1.0            		1.0
as big                        		1.0            		0.006666667
big as                        		1.0            		0.11111111
as the                        		6.0            		0.04
the Ritz                      		1.0            		6.993007E-4
Ritz -LRB-                    		1.0            		1.0
-LRB- ``                      		1.0            		0.022222223
`` my                         		1.0            		0.004032258
my day                        		1.0            		0.33333334
day diamond                   		1.0            		0.11111111
diamond ,                     		1.0            		0.5
, darling                     		1.0            		4.9407117E-4
darling ''                    		1.0            		1.0
'' -RRB-                      		1.0            		0.004166667
-RRB- ,                       		23.0           		0.51111114
, she                         		3.0            		0.0014822134
she told                      		1.0            		0.16666667
told her                      		1.0            		0.09090909
her two                       		1.0            		0.25
two companions                		1.0            		0.033333335
companions that               		1.0            		1.0
that she                      		2.0            		0.007782101
she is                        		1.0            		0.16666667
is on                         		2.0            		0.010695187
on the                        		65.0           		0.43333334
the ``                        		3.0            		0.0020979021
`` board                      		1.0            		0.004032258
board ''                      		1.0            		0.0027322404
'' of                         		2.0            		0.008333334
of the                        		266.0          		0.2835821
the Vatican                   		2.0            		0.0013986015
Vatican Museum                		1.0            		0.5
Museum in                     		1.0            		0.5
in Rome                       		1.0            		0.0027855153
Rome .                        		1.0            		0.5
. The                         		121.0          		0.12112112
The three                     		2.0            		0.013157895
three managing                		1.0            		0.05
managing general              		1.0            		0.33333334
general partners              		1.0            		0.125
partners would                		1.0            		1.0
would receive                 		2.0            		0.023255814
receive a                     		1.0            		0.33333334
a ``                          		13.0           		0.02233677
`` significant                		2.0            		0.008064516
significant ''                		1.0            		0.25
'' number                     		1.0            		0.004166667
number of                     		9.0            		0.9
of Marsh                      		1.0            		0.0010660981
Marsh &                       		2.0            		1.0
& McLennan                    		2.0            		0.05
McLennan shares               		1.0            		0.5
shares ,                      		10.0           		0.3846154
, said                        		100.0          		0.049407113
said Walther                  		1.0            		0.0035587188
Walther L.                    		1.0            		1.0
L. Kiep                       		1.0            		0.04347826
Kiep ,                        		1.0            		1.0
, a                           		68.0           		0.03359684
a partner                     		4.0            		0.0068728523
partner who                   		1.0            		0.14285715
who would                     		2.0            		0.020408163
would also                    		4.0            		0.046511628
also join                     		1.0            		0.017857144
join Marsh                    		1.0            		0.14285715
Marsh &                       		2.0            		1.0
& McLennan                    		2.0            		0.05
McLennan 's                   		1.0            		0.5
's board                      		48.0           		0.124675326
board .                       		57.0           		0.1557377
. The                         		121.0          		0.12112112
The flying                    		1.0            		0.0065789474
flying telephone              		1.0            		0.5
telephone :                   		1.0            		0.25
: ``                          		12.0           		0.46153846
`` You                        		3.0            		0.012096774
You tangle                    		1.0            		0.25
tangle the                    		1.0            		1.0
the base                      		1.0            		6.993007E-4
base cord                     		1.0            		0.33333334
cord around                   		1.0            		1.0
around a                      		1.0            		0.07692308
a chair                       		3.0            		0.005154639
chair leg                     		1.0            		0.083333336
leg ,                         		1.0            		1.0
, and                         		88.0           		0.04347826
and the                       		40.0           		0.059084196
the receiver                  		1.0            		6.993007E-4
receiver does                 		1.0            		1.0
does seem                     		1.0            		0.11111111
seem to                       		1.0            		1.0
to fly                        		1.0            		0.0015408321
fly off                       		1.0            		0.5
off .                         		1.0            		0.06666667
. ''                          		64.0           		0.06406406
'' The                        		6.0            		0.025
The hottest                   		1.0            		0.0065789474
hottest displays              		1.0            		1.0
displays were                 		1.0            		0.5
were items                    		1.0            		0.020833334
items that                    		1.0            		1.0
that insulate                 		1.0            		0.0038910506
insulate passengers           		1.0            		0.5
passengers from               		1.0            		1.0
from bumps                    		1.0            		0.0121951215
bumps ,                       		1.0            		1.0
, potholes                    		1.0            		4.9407117E-4
potholes and                  		1.0            		1.0
and other                     		9.0            		0.013293944
other rigors                  		1.0            		0.028571429
rigors of                     		1.0            		1.0
of the                        		266.0          		0.2835821
the road                      		20.0           		0.013986014
road .                        		6.0            		0.12765957
. Richard                     		6.0            		0.006006006
Richard D.                    		1.0            		0.04761905
D. Sutton                     		1.0            		0.033333335
Sutton ,                      		1.0            		1.0
, 64                          		4.0            		0.0019762847
64 years                      		1.0            		0.25
years old                     		29.0           		0.58
old ,                         		26.0           		0.7647059
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of this                       		53.0           		0.0565032
this bank-holding             		3.0            		0.032967035
bank-holding company          		3.0            		1.0
company ,                     		24.0           		0.1632653
, was                         		51.0           		0.025197629
was named                     		42.0           		0.24
named acting                  		1.0            		0.01754386
acting president              		1.0            		0.33333334
president and                 		45.0           		0.5
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer of                    		46.0           		0.34074074
of the                        		266.0          		0.2835821
the company                   		84.0           		0.05874126
company and                   		8.0            		0.054421768
and its                       		11.0           		0.016248154
its First                     		1.0            		0.007751938
First National                		2.0            		0.25
National Bank                 		4.0            		0.26666668
Bank of                       		4.0            		0.2857143
of Toms                       		1.0            		0.0010660981
Toms River                    		2.0            		1.0
River subsidiary              		1.0            		0.5
subsidiary .                  		3.0            		0.6
. Instead                     		1.0            		0.001001001
Instead ,                     		1.0            		1.0
, the                         		111.0          		0.0548419
the group                     		6.0            		0.0041958042
group is                      		2.0            		0.045454547
is raising                    		1.0            		0.0053475937
raising the                   		1.0            		1.0
the proposal                  		4.0            		0.002797203
proposal informally           		1.0            		0.09090909
informally to                 		1.0            		1.0
to try                        		2.0            		0.0030816642
try to                        		5.0            		1.0
to test                       		1.0            		0.0015408321
test the                      		2.0            		1.0
the board                     		144.0          		0.1006993
board 's                      		17.0           		0.04644809
's reaction                   		1.0            		0.0025974025
reaction .                    		1.0            		0.33333334
. W.R.                        		1.0            		0.001001001
W.R. Grace                    		3.0            		1.0
Grace holds                   		1.0            		0.25
holds three                   		1.0            		0.33333334
three of                      		3.0            		0.15
of Grace                      		1.0            		0.0010660981
Grace Energy                  		1.0            		0.25
Energy 's                     		1.0            		0.25
's seven                      		1.0            		0.0025974025
seven board                   		1.0            		0.16666667
board seats                   		1.0            		0.0027322404
seats .                       		3.0            		0.33333334
. Ted                         		1.0            		0.001001001
Ted Turner                    		2.0            		0.6666667
Turner ,                      		2.0            		0.33333334
, Turner                      		2.0            		9.881423E-4
Turner Broadcasting           		2.0            		0.33333334
Broadcasting 's               		1.0            		0.33333334
's chairman                   		66.0           		0.17142858
chairman ,                    		92.0           		0.16606498
, was                         		51.0           		0.025197629
was named                     		42.0           		0.24
named chairman                		13.0           		0.22807017
chairman of                   		225.0          		0.4061372
of Turner                     		2.0            		0.0021321962
Turner Pictures               		1.0            		0.16666667
Pictures ,                    		1.0            		1.0
, and                         		88.0           		0.04347826
and Gerry                     		1.0            		0.0014771048
Gerry Hogan                   		1.0            		1.0
Hogan ,                       		1.0            		1.0
, president                   		35.0           		0.01729249
president of                  		14.0           		0.15555556
of Turner                     		2.0            		0.0021321962
Turner Entertainment          		1.0            		0.16666667
Entertainment Networks        		1.0            		0.25
Networks ,                    		1.0            		1.0
, was                         		51.0           		0.025197629
was named                     		42.0           		0.24
named president               		6.0            		0.10526316
president of                  		14.0           		0.15555556
of the                        		266.0          		0.2835821
the unit                      		4.0            		0.002797203
unit .                        		1.0            		0.06666667
. Roy                         		1.0            		0.001001001
Roy E.                        		1.0            		0.5
E. Parrott                    		1.0            		0.05882353
Parrott ,                     		1.0            		1.0
, the                         		111.0          		0.0548419
the company                   		84.0           		0.05874126
company 's                    		42.0           		0.2857143
's president                  		2.0            		0.005194805
president and                 		45.0           		0.5
and chief                     		157.0          		0.23190546
chief operating               		9.0            		0.047368422
operating officer             		9.0            		0.5625
officer since                 		1.0            		0.0074074073
since Sept.                   		1.0            		0.071428575
Sept. 1                       		2.0            		0.33333334
1 ,                           		4.0            		0.23529412
, was                         		51.0           		0.025197629
was named                     		42.0           		0.24
named to                      		11.0           		0.19298245
to its                        		4.0            		0.0061633284
its board                     		34.0           		0.2635659
board .                       		57.0           		0.1557377
. The                         		121.0          		0.12112112
The bank                      		2.0            		0.013157895
bank 's                       		10.0           		0.3448276
's chairman                   		66.0           		0.17142858
chairman and                  		140.0          		0.25270757
and director                  		4.0            		0.0059084194
director general              		1.0            		0.022727273
general ,                     		1.0            		0.125
, who                         		63.0           		0.031126482
who also                      		2.0            		0.020408163
also sit                      		1.0            		0.017857144
sit on                        		1.0            		0.5
on the                        		65.0           		0.43333334
the board                     		144.0          		0.1006993
board ,                       		32.0           		0.08743169
, still                       		1.0            		4.9407117E-4
still would                   		1.0            		0.09090909
would be                      		21.0           		0.24418604
be appointed                  		1.0            		0.009259259
appointed by                  		1.0            		0.2
by the                        		43.0           		0.31851852
the Treasury                  		7.0            		0.004895105
Treasury .                    		1.0            		0.083333336
. Since                       		1.0            		0.001001001
Since the                     		1.0            		1.0
the last                      		4.0            		0.002797203
last time                     		1.0            		0.030303031
time he                       		2.0            		0.11764706
he traveled                   		1.0            		0.011627907
traveled this                 		1.0            		1.0
this way                      		1.0            		0.010989011
way several                   		1.0            		0.11111111
several months                		2.0            		0.2857143
months ago                    		2.0            		0.16666667
ago ,                         		6.0            		0.54545456
, he                          		10.0           		0.0049407114
he has                        		5.0            		0.058139537
has recanted                  		1.0            		0.011111111
recanted a                    		1.0            		1.0
a series                      		1.0            		0.0017182131
series of                     		1.0            		1.0
of bold                       		1.0            		0.0010660981
bold forecasts                		1.0            		0.07692308
forecasts of                  		1.0            		1.0
of a                          		25.0           		0.026652452
a recession                   		3.0            		0.005154639
recession .                   		1.0            		0.2
. Also                        		4.0            		0.004004004
Also named                    		1.0            		0.25
named to                      		11.0           		0.19298245
to the                        		85.0           		0.13097073
the revised                   		1.0            		6.993007E-4
revised board                 		1.0            		1.0
board was                     		2.0            		0.0054644807
was Thomas                    		1.0            		0.0057142857
Thomas A.                     		3.0            		0.21428572
A. Loose                      		1.0            		0.04761905
Loose ,                       		1.0            		1.0
, Recognition                 		1.0            		4.9407117E-4
Recognition 's                		1.0            		1.0
's senior                     		1.0            		0.0025974025
senior vice                   		2.0            		0.33333334
vice president                		11.0           		0.19642857
president and                 		45.0           		0.5
and general                   		1.0            		0.0014771048
general counsel               		1.0            		0.125
counsel .                     		1.0            		0.5
. The                         		121.0          		0.12112112
The size                      		1.0            		0.0065789474
size of                       		4.0            		0.8
of the                        		266.0          		0.2835821
the company                   		84.0           		0.05874126
company 's                    		42.0           		0.2857143
's board                      		48.0           		0.124675326
board has                     		9.0            		0.024590164
has been                      		17.0           		0.18888889
been reduced                  		1.0            		0.02631579
reduced to                    		2.0            		0.33333334
to eight                      		2.0            		0.0030816642
eight directors               		1.0            		0.33333334
directors from                		1.0            		0.033333335
from 13                       		1.0            		0.0121951215
13 .                          		2.0            		0.22222222
. ``                          		93.0           		0.09309309
`` A                          		1.0            		0.004032258
A union                       		1.0            		0.083333336
union ,                       		3.0            		0.3
, sooner                      		1.0            		4.9407117E-4
sooner or                     		1.0            		0.5
or later                      		2.0            		0.035714287
later ,                       		1.0            		0.125
, has                         		12.0           		0.0059288535
has to                        		2.0            		0.022222223
to have                       		9.0            		0.013867488
have an                       		2.0            		0.03448276
an adversary                  		1.0            		0.012658228
adversary ,                   		1.0            		1.0
, and                         		88.0           		0.04347826
and it                        		5.0            		0.0073855245
it has                        		4.0            		0.040816326
has to                        		2.0            		0.022222223
to have                       		9.0            		0.013867488
have a                        		4.0            		0.06896552
a victory                     		1.0            		0.0017182131
victory ,                     		1.0            		1.0
, ''                          		115.0          		0.056818184
'' Frederick                  		1.0            		0.004166667
Frederick W.                  		2.0            		0.2857143
W. Smith                      		2.0            		0.13333334
Smith ,                       		2.0            		0.33333334
, Federal                     		3.0            		0.0014822134
Federal 's                    		1.0            		0.06666667
's chairman                   		66.0           		0.17142858
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive ,                   		18.0           		0.0952381
, says                        		12.0           		0.0059288535
says with                     		1.0            		0.017857144
with disdain                  		1.0            		0.0091743115
disdain .                     		1.0            		1.0
. DPC                         		1.0            		0.001001001
DPC ,                         		1.0            		0.33333334
, a                           		68.0           		0.03359684
a group                       		6.0            		0.010309278
group led                     		2.0            		0.045454547
led by                        		8.0            		0.61538464
by the                        		43.0           		0.31851852
the New                       		9.0            		0.006293706
New York                      		26.0           		0.7878788
York investment               		1.0            		0.037037037
investment firm               		2.0            		0.07692308
firm Crescott                 		1.0            		0.03448276
Crescott Inc.                 		1.0            		1.0
Inc. ,                        		30.0           		0.5882353
, also                        		9.0            		0.00444664
also said                     		10.0           		0.17857143
said it                       		20.0           		0.071174376
it plans                      		1.0            		0.010204081
plans to                      		10.0           		0.5882353
to file                       		2.0            		0.0030816642
file preliminary              		1.0            		0.5
preliminary materials         		1.0            		1.0
materials with                		1.0            		0.33333334
with the                      		25.0           		0.2293578
the Securities                		5.0            		0.0034965035
Securities and                		6.0            		0.75
and Exchange                  		6.0            		0.0088626295
Exchange Commission           		5.0            		0.5
Commission regarding          		1.0            		0.1
regarding a                   		1.0            		0.5
a shareholder                 		2.0            		0.0034364262
shareholder solicitation      		1.0            		0.071428575
solicitation to               		1.0            		0.2
to oust                       		5.0            		0.00770416
oust Dataproducts             		1.0            		0.16666667
Dataproducts '                		3.0            		0.6
' board                       		1.0            		0.045454547
board .                       		57.0           		0.1557377
. A                           		11.0           		0.011011011
A special                     		1.0            		0.083333336
special committee             		3.0            		0.33333334
committee of                  		6.0            		0.22222222
of United                     		2.0            		0.0021321962
United Merchants              		1.0            		0.14285715
Merchants directors           		1.0            		1.0
directors said                		2.0            		0.06666667
said that                     		15.0           		0.053380784
that in                       		3.0            		0.0116731515
in view                       		1.0            		0.0027855153
view of                       		2.0            		0.6666667
of uncertainties              		1.0            		0.0010660981
uncertainties regarding       		1.0            		1.0
regarding various             		1.0            		0.5
various legal                 		1.0            		0.5
legal and                     		2.0            		0.2857143
and financial                 		4.0            		0.0059084194
financial considerations      		1.0            		0.04347826
considerations ,              		1.0            		1.0
, it                          		12.0           		0.0059288535
it could                      		2.0            		0.020408163
could n't                     		4.0            		0.16
n't recommend                 		1.0            		0.011111111
recommend the                 		1.0            		0.25
the plan                      		3.0            		0.0020979021
plan to                       		6.0            		0.46153846
to the                        		85.0           		0.13097073
the full                      		3.0            		0.0020979021
full board                    		1.0            		0.2
board .                       		57.0           		0.1557377
. Erwin                       		1.0            		0.001001001
Erwin Tomash                  		1.0            		1.0
Tomash ,                      		1.0            		1.0
, the                         		111.0          		0.0548419
the 67-year-old               		1.0            		6.993007E-4
67-year-old founder           		1.0            		1.0
founder of                    		2.0            		0.25
of this                       		53.0           		0.0565032
this maker                    		5.0            		0.054945055
maker of                      		7.0            		0.4375
of data                       		1.0            		0.0010660981
data communications           		1.0            		1.0
communications products       		1.0            		0.5
products and                  		3.0            		0.23076923
and a                         		24.0           		0.035450518
a former                      		4.0            		0.0068728523
former chairman               		13.0           		0.4814815
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive ,                   		18.0           		0.0952381
, resigned                    		5.0            		0.0024703557
resigned as                   		9.0            		0.5
as a                          		25.0           		0.16666667
a director                    		24.0           		0.041237112
director .                    		7.0            		0.1590909
. Specter                     		1.0            		0.001001001
Specter ,                     		1.0            		0.5
, the                         		111.0          		0.0548419
the vice                      		1.0            		6.993007E-4
vice chairman                 		43.0           		0.76785713
chairman of                   		225.0          		0.4061372
of the                        		266.0          		0.2835821
the Senate                    		8.0            		0.005594406
Senate 's                     		1.0            		0.09090909
's evidence                   		1.0            		0.0025974025
evidence panel                		1.0            		0.16666667
panel ,                       		2.0            		0.4
, said                        		100.0          		0.049407113
